gen_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
G0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8341,4.8953,4.1981,4.6239,5.5237,5.9311,5.9713,4.9899000000000004,3.8846,3.5841,3.2617,3.6511,4.0565,5.1221,0.0
G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G2,0.03400000000000025,0.8047000000000002,1.3556000000000001,1.6434000000000002,1.8153000000000001,1.8239,1.9490000000000003,2.0415,1.2542000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1818000000000002
G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G9,0.0,0.0,0.0,0.1644000000000001,0.4394,0.45320000000000027,0.6537999999999999,0.8017000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G10,1.5061,2.7403,3.6226,0.0,0.0,0.0,0.0,0.0,3.4607,1.1852,0.0,0.0,0.0,0.6886000000000001,1.3409999999999997,1.4057999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.04510000000000014,3.3443
G11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8454999999999995,3.7283999999999997,4.410399999999999,0.0,0.0,0.0,4.9973,3.2270999999999996,2.7447,2.2284999999999995,2.852,3.5013999999999994,0.0,0.0
G12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.558599999999999,3.667,4.2119,0.0,0.0,0.0,4.68,3.2666999999999993,2.8812999999999995,2.4694999999999996,2.9673,3.4856,0.0,0.0
G13,0.0,0.2309000000000001,0.9351000000000003,1.3039000000000005,1.524,1.5348000000000006,1.6946000000000003,1.8129,0.8062000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7132000000000005
G14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G15,1.2458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9896,0.0,0.0,0.0,0.5931,1.1137000000000001,1.1655,0.0,0.0,0.0,0.0,0.0,0.0,0.07869999999999999,0.0
G16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
